Customer ID,Latitude,Longitude
C001,37.71791012715008,-122.43291339043355
C002,37.71490151773113,-122.49249728150923
C003,37.89255572322534,-122.30798994073875
C004,37.700865590739966,-122.49955435142058
C005,37.71867592965574,-122.44221192526199
C006,37.74162000627266,-122.49287006080662
C007,37.88937660241046,-122.47125140728788
C008,37.75018956364477,-122.3939226692906
C009,37.78033376414345,-122.46778062257731
C010,37.78582847348443,-122.46143044748509
C011,37.74802186089277,-122.49537943197593
C012,37.71100467986892,-122.48310594183256
C013,37.77652681817402,-122.3996081646194
C014,37.762474420338755,-122.4691892518157
C015,37.76488115027447,-122.40058225769741
C016,37.77812629058453,-122.42027251352687
C017,37.74985030850458,-122.4395573674441
C018,37.7684363058067,-122.47412524655884
C019,37.70904563026914,-122.38604698123434
C020,37.78208435107446,-122.43152677316327
C021,37.724729919760115,-122.47008897547916
C022,37.89787877865087,-122.46493318736167
C023,37.76059619942201,-122.46616681434132
C024,37.768046702287975,-122.43434461828802
C025,37.73138628595243,-122.47025159411143
C026,37.772850978829304,-122.41993768247139
C027,37.77839372315174,-122.41275677231776
C028,37.78673159247146,-122.46913843077252
C029,37.789714096848016,-122.40028471716472
C030,37.76717378127838,-122.48579304705018
C031,37.78438311612392,-122.30474738649636
C032,37.73803225431275,-122.49869767547166
C033,37.77606740310116,-122.47300197462081
C034,37.781829193813785,-122.48791083244288
C035,37.79027612454774,-122.40034994144008
C036,37.85137982356072,-122.48580226460722
C037,37.712251884818656,-122.48828119964558
C038,37.79306253716489,-122.41416196393828
C039,37.73039540969084,-122.46231518283581
C040,37.72316423113057,-122.48544284501979
C041,37.78376220507965,-122.41207002652823
C042,37.78950450060192,-122.47398611003268
C043,37.78509542312976,-122.41979210443458
C044,37.76091698773801,-122.40676660753125
C045,37.76609951081955,-122.42190779242549
C046,37.874135218423206,-122.45874245035603
C047,37.7945351107796,-122.45952898745685
C048,37.829917225607524,-122.47310132709133
C049,37.82652876997739,-122.48537246355764
C050,37.70780853672742,-122.43218326040655
C051,37.706375196171784,-122.41689508391181
C052,37.70133863521169,-122.43423655013133
C053,37.765245191483714,-122.41185624214052
C054,37.7819709065662,-122.3172970863701
C055,37.79410158410299,-122.46194439227115
C056,37.775379896818734,-122.43903710020908
C057,37.78068157761186,-122.43062886784273
C058,37.86720373005129,-122.49647606709141
C059,37.80155189339112,-122.30707339088318
C060,37.752856060010906,-122.38105741784666
C061,37.78548330968047,-122.4352809484923
C062,37.86044587549778,-122.49288575225377
C063,37.74613972640603,-122.41933057654214
C064,37.73127584629374,-122.37992949856908
C065,37.757788554337935,-122.47087436545635
C066,37.81363961435751,-122.30463484098289
C067,37.80639502506624,-122.4484975431882
C068,37.774536510346216,-122.42635037680824
C069,37.799560157837654,-122.4250605044834
C070,37.72516078106457,-122.3599819875256
C071,37.79506764453333,-122.31670438475489
C072,37.727297954566005,-122.46805754089337
C073,37.77722479230027,-122.41752324310974
C074,37.78520105319553,-122.46853306689239
C075,37.77154334388829,-122.41868115997127
C076,37.760747828967105,-122.38360267070195
C077,37.75488668470512,-122.46670351541893
C078,37.77977588584634,-122.40713710043403
C079,37.793819619349804,-122.46669728462763
C080,37.72930630822657,-122.43496946264607
C081,37.75143000834569,-122.45444455559247
C082,37.74654158115524,-122.38475885662743
C083,37.72047470060849,-122.47552987140426
C084,37.76302575143016,-122.40042458371613
C085,37.7901076100482,-122.32967809992007
C086,37.70583635911701,-122.41490761775056
C087,37.78482172654255,-122.49144156537865
C088,37.704351051267196,-122.44574975721937
C089,37.85320753573166,-122.48055804590662
C090,37.78011170822413,-122.42974385637528
C091,37.70963014722714,-122.4822636878958
C092,37.8420318015404,-122.47672626236515
C093,37.856964180974344,-122.48186949990318
C094,37.71301509937098,-122.3799160480825
C095,37.78348968334943,-122.49096077425983
C096,37.76945580171331,-122.41597389123932
C097,37.72111762410959,-122.424551201785
C098,37.76784581191437,-122.42388164937884
C099,37.740429356757595,-122.43673075806409
C100,37.73682829511182,-122.46787830656856
