,DEPOT,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,EVS02379,EVS02039,EVS02463,EVS00219,EVS03147,EVS02299,EVS03704,EVS03332,EVS04366,EVS02566,EVS03145,EVS02882,EVS03776,EVS02252,EVS03226,EVS04734,EVS04656,EVS02149,EVS00645,EVS00168,EVS04877,EVS04444,EVS00957,EVS01573,EVS01790,EVS02788,EVS03629,EVS01509,EVS01307,EVS04942
DEPOT,0.0,12.925780398280041,13.401297726687066,25.4423386205635,10.820980517111202,1.5671399134191861,3.7153012517012094,9.392865123642602,0.3711125865682073,10.062679242972193,14.126105111469132,10.817632019719378,3.020106661053412,1.5417989452625729,13.768236296474434,13.768236296474434,3.7798182460032796,10.171132065634943,14.526450184713813,7.985994694343148,4.47424651382662,25.680776897359333,0.8053188314460219,2.9890738601685154,14.386129667295183,8.19675918451816,1.1811249415843714,14.368349332857713,25.4423386205635,8.330430180771328,3.8614342567532463,8.473340929327506,12.537270606760831,12.421636679597325,1.318942855557451,12.524166937682978,6.761440143889237,0.9795116063339993,2.3771107236787534,1.3679915415397865,6.453723928972443,0.14686794967997707,14.093684724049863,4.925105495768814,5.105769345166043,5.163090744910634,25.680776897359333,0.7991584976820234,10.716712116403718,3.51433489780346,8.367895274542468,3.012817874552519,2.0589147444281934,3.020106661053412,8.039602761142396,10.807518232412264,3.643821066267984,10.818279522833834,0.4878548866215855,6.150671359877128,5.103383015637886,1.0500235891328789,10.817632019719378,14.26332063490984,3.0400745305619195,17.375772864783038,3.0400745305619195,0.7771006839023107,14.601339173137276,0.7132404622322216,13.768236296474434,1.8498261639782865,2.144752456706688,3.734459464114625,1.830050970680242,14.640404267842783,2.194935491986102,4.823002861391153,8.063966977897579,9.31942753501149,5.0894985887585245,3.0400745305619195,14.347741532787833,3.8232202889933915,1.6593477980354017,6.046255257875598,25.84288868630168,10.817632019719378,1.8793075606716072,0.22322774064097187,9.65946139073008,13.769664581202846,4.9472786513799765,11.855434391448998,3.6593669045729076,5.333540480785177,3.0364278305014736,12.524166937682978,0.6476291049117554,1.1967007808287942,8.107269443651177,3.5125771144192455,1.1106836870358416,8.267791389236276,3.020106661053412,25.4423386205635
C001,15.200282589484377,0.0,36.64428337335755,20.906713184746273,25.24955877038046,12.658716475856004,17.75561962974105,6.16733763259127,15.12905939589523,3.025383371967382,37.69100240305579,7.307405062825959,16.141718488840155,15.077661433862056,36.8330682456699,36.8330682456699,9.19700448529673,2.2018497214946473,37.721063987919415,7.542803301295141,18.7083831657013,21.017030294653374,12.042169638697391,15.54912225238593,37.78198359385832,3.7413743706577334,15.31296444155575,37.74716258653441,20.906713184746273,3.101332477749156,17.81684204220488,3.1344876497457412,0.2784828344543939,35.100955181957254,14.858449764716058,0.3630814869509838,2.201055240151129,12.878837415766723,14.471285763306357,15.42606942668618,20.56074945075459,13.602626240072189,10.061637311670241,19.14007055842149,16.96314965521905,19.52671644400613,21.017030294653374,16.00410640387688,6.983273950523246,8.816389307491905,3.1003054335586855,15.99835119607837,15.87171920771833,16.141718488840155,3.6706337692233877,6.735011564835707,8.976132248534626,7.30716955706366,12.43924589576994,18.362134039344475,16.962248319366925,11.98467053799366,7.307405062825959,37.46964961158756,16.167012339223977,13.034558137282708,16.167012339223977,11.826128468934895,37.846407325529455,11.158534378841411,36.8330682456699,15.50643861303225,19.849489709391857,9.109726870590833,13.334672807309987,38.73769730883746,19.63643707419151,16.265145046704234,3.6861657311791953,5.8145382926616005,11.58986552173448,16.167012339223977,37.69463354016378,18.03164555129725,15.465964856482191,18.161750273653862,21.003654015941613,7.307405062825959,15.271447473330992,15.226005317858675,6.413217801985635,36.83514118757527,16.711569738735236,0.25932624127033566,15.548202694042455,19.583623849515146,16.136614991889477,0.3630814869509838,13.219020972410133,12.558565311630796,7.658900149933121,8.812608092071217,11.795963028561168,22.689474467168136,16.141718488840155,20.906713184746273
C002,13.566838562141042,36.66227463537463,0.0,16.220018592383845,16.54328547977645,11.804088969046376,18.380218797433315,34.620398398377205,13.87324083651128,37.74267445104021,0.5384689630058652,27.072100008856303,17.125360934866094,13.509703598249915,0.5862903851903175,0.5862903851903175,15.964809243469618,34.01937874323502,0.9589424879818333,36.10029609531378,19.212130896981307,16.20845600102416,12.130035463223889,16.689293361540397,0.7696840887859026,31.066714517571878,14.990242138205566,0.7675286441782732,16.220018592383845,31.639277002014214,18.490296102219627,31.954621983042788,35.96359001982752,1.9582528752330834,13.33209949855647,35.78162294580965,28.2322154966621,12.938225697308798,16.514771071030115,14.46107704427405,16.36712212826017,13.411068641791012,25.39727930868372,19.661255575702047,9.74075969720512,14.910689420315283,16.20845600102416,16.57871216591658,27.3071967043094,15.593287983337463,31.743801178959973,17.023387347164682,16.568747475316588,17.125360934866094,30.741473181684846,30.33085031357557,15.751611041938714,27.074653708781,13.235549794798457,7.508337008567434,9.74080082803837,13.346721759238784,27.072100008856303,0.7932678675131293,17.14962981714211,23.082411549026943,17.14962981714211,11.801736922178637,0.9810336182385877,14.313635031581065,0.5862903851903175,12.87691494600272,13.980282896329697,15.882090511337275,12.711821820440333,0.5498985210251583,13.86394093431003,8.917677469374611,30.779556388272873,29.93419775149218,17.599938754925684,17.14962981714211,0.7716825722028164,18.549820072021312,14.370759667173507,7.466903825473132,15.255037843461611,27.072100008856303,12.958150419233823,13.598212505120385,34.59775880861536,0.5867709642103921,5.871360076234346,34.798030537770245,12.835946430191738,20.07601611894995,17.12750728199986,35.78162294580965,13.970246335592991,13.356730963254272,36.230077087253264,15.589604958256036,13.009730518163796,14.631807317538575,17.125360934866094,16.220018592383845
C003,27.129439507573004,20.18029404127923,15.614065866561738,0.0,37.77017924945128,23.556283434038072,29.413844925748553,17.808442853099972,26.75231997281968,20.913461581004256,16.405741806559742,10.648314959662171,26.759600980321384,25.627662425787793,15.958758194251445,15.958758194251445,19.319954582776646,17.45594683203137,16.75073781589571,19.268190438053647,30.620990877716295,0.1735140413923322,22.18536774722972,25.577772396662823,16.641484229552574,15.019841312630179,26.260955611439716,16.62055285706019,0.0,15.390765060877477,29.326906240635623,15.63318219744495,19.602757941461242,14.526527760294014,25.52370583251265,19.493603318068747,12.822393366096179,23.224128514158078,25.086850422327657,26.249456174772458,32.04748768538812,25.263556255046186,8.90968203829953,30.970483371546703,21.662165075238036,31.69683087536596,0.1735140413923322,27.980859424640542,10.670922246471633,18.69946977255959,15.466090057717569,26.46962760968685,27.49406837298916,26.759600980321384,14.772196407088774,13.529532847344656,18.902230991443403,10.649762490045452,23.87639465170286,19.5427066464204,21.665185342869265,23.031435871594255,10.648314959662171,16.485221984101617,26.78656254121675,6.908947422335866,26.78656254121675,21.433081002542128,16.834992221019785,21.222205669602438,15.958758194251445,24.86357901772764,31.224342632557352,19.128257569863305,24.90398694447953,17.022410941436455,30.818109798957877,20.199147254936307,14.804257187634265,13.387395801068925,23.69281546035578,26.78656254121675,16.59443756075109,29.96298060404878,25.966011744072375,19.243628817483575,1.3584500340699586,10.648314959662171,24.768782128739392,27.134447677536677,17.76679742676467,15.960313300372075,16.71968529880779,18.641493403972234,25.126004816780902,31.45189117447689,26.727677513915623,19.493603318068747,24.119542634801334,24.07517610390659,19.397719725125764,18.69074499391934,22.800642033050593,35.34171537251827,26.759600980321384,0.0
C004,11.628067280125618,25.244295433714797,16.120036717805593,39.09964403803236,0.0,5.410999369445484,5.813941909387587,22.641557961527834,11.405841757470641,22.985995271967237,16.826434297304452,23.152481474947045,8.60501410943917,3.769492557069822,16.49103842677422,16.49103842677422,14.533777553871346,22.539591671508447,17.2405732100523,20.956977173459833,8.714493071829672,39.44576718420263,11.252917376741722,8.13267151143458,17.092618779013034,19.676363588200154,3.7614308793110265,17.075732204819978,39.09964403803236,20.133563051088647,3.2094617115198836,20.40862952915049,24.630610208723805,15.15930317616647,3.587212402576051,24.499230533331442,17.334993752782886,11.166153766296576,8.303232396004846,3.385448733415371,2.33659690881472,10.228819923053754,27.583523062910583,3.408136618989468,7.811225285951847,4.861314039147814,39.44576718420263,7.832354421730226,23.433801610758795,13.995926030894884,20.221699815630608,8.484533092335498,7.659844077088536,8.60501410943917,19.395833787814144,23.99017809664701,14.18597128451404,23.154597575235563,13.580175543125028,8.894719393278939,7.80904140451699,12.891763041030629,23.152481474947045,16.978468644939056,8.629864213555907,31.042508380176265,8.629864213555907,10.327279905412471,17.312989293203565,10.167684271932464,16.49103842677422,3.64651009963638,2.24548982472226,14.379767510931817,5.670023941567741,17.304998830803505,2.15389788848029,7.453121925974691,19.430495089891714,21.863340777927156,17.412281039841062,8.629864213555907,17.056647654182385,5.237256810641053,2.941367852366855,8.785906417230146,39.74049496498566,23.152481474947045,3.130023190691001,11.64273233067055,22.912703256835613,16.492437660179494,7.636678411333091,23.60463304428868,6.355175167569946,2.8212775563642944,8.603501370149372,24.499230533331442,7.629965624703589,13.558219163421795,21.08611011240309,13.989020208169077,12.386557534413935,1.5256934178051922,8.60501410943917,39.09964403803236
C005,1.4603349494170184,12.104658447527987,11.9479416199849,25.08889148722468,5.657718597245972,0.0,5.35285503411079,8.22247687812565,1.219699057536,9.062975833258502,12.753609241583822,10.11986668137075,4.822569251851792,2.0522096569891914,12.289976338655606,12.289976338655606,4.152148780582481,9.501668589987508,13.085670845912215,7.175771483546253,5.9665021072418485,25.208985579949957,0.5587478492106868,4.79533078140711,12.982596064805387,8.05395334461646,1.7127363778993456,12.960971422483754,25.08889148722468,8.05900354672262,5.522038479090578,8.138003812132814,11.8666676983169,10.8570245186809,1.8031266769229548,11.916949527083833,6.962599097820372,0.3058596738382946,4.1831466118923855,1.8943221397586594,7.939167836604058,1.4815013339792382,12.22061620516038,6.406765446305911,3.3270809610150156,2.291027979611883,25.208985579949957,3.6665444715690834,9.797529654809177,3.949093915580294,8.073466175572268,4.819165586602907,3.8300964241428845,4.822569251851792,7.948679750951475,9.53959159026226,4.0596080256899185,10.11965530625978,1.5758595386181613,4.529530379713625,3.324897871058876,1.8696044093851796,10.11986668137075,12.820013810079473,4.842131858752296,15.006977974765837,4.842131858752296,0.18379518494145786,13.171409877114037,2.6970338458804335,12.289976338655606,2.22924646997217,3.2151406382786614,4.127536075023437,0.06644719982017995,13.410642972451614,3.2494303615678857,3.0317154857415285,7.968090680079433,8.622650951161122,4.943993805354666,4.842131858752296,12.933494938811682,5.37204770424572,2.508126763632335,4.356738408465661,24.317026251622327,10.11986668137075,2.4180367627443493,1.360245195360215,8.454577835581471,12.291542818764032,3.1573517745110045,11.39369605730584,1.8719342201850695,6.7652142486146545,4.839489396389165,11.916949527083833,2.22730144192751,1.7851286451125454,7.2777717757759035,3.9481789382358503,1.7091914924292442,8.936483389226918,4.822569251851792,25.08889148722468
C006,4.161717264096664,16.623730716586902,17.78800459147895,29.32319038412246,4.790522448164667,5.060156886896758,0.0,13.22989036577685,4.227330918758855,13.853776069524384,18.54977358400795,14.50389253720626,1.7252555014104705,2.959371709429496,18.141054262210254,18.141054262210254,6.930295972850422,13.858718052555432,18.92025446754041,11.769318234530026,0.5073954782783187,29.556293014313816,4.670731594696555,1.8322876284719847,18.79720574849461,11.65976685910509,1.9203587484857547,18.77760883219523,29.32319038412246,11.87235278446812,0.18156347002407747,12.047785320820827,16.18663901545554,16.73689891907447,2.82746032728839,16.14815518839823,9.968061901867962,4.599129513559348,1.1714524845699388,1.4048830197182591,0.5415393016149931,3.1890390676239146,17.967959103804287,0.47832897699383364,9.140592436698428,0.49501758663888457,29.556293014313816,1.4323085626152798,14.476116690082215,6.577385165216389,11.92200510929115,1.7548597788732507,0.9429471121855488,1.7252555014104705,11.470015241175275,14.642205205798488,6.730367863479609,14.50484478753255,5.1010352347911105,10.415615735862303,9.139036124441214,4.531751594045,14.50389253720626,18.655561086659173,1.740813692633691,21.257257667178077,1.740813692633691,4.370613583845664,19.00099821829849,3.0694862365977635,18.141054262210254,2.8107959210359956,1.5721465129906491,6.853514584540942,5.57462822791922,19.112538008160204,1.6300138775932564,8.628765918085147,11.497308795616812,13.034623130548574,8.690303971064093,1.740813692633691,18.75401319761253,0.1283270484235772,1.4269983333876544,10.247230978412668,29.703549197138646,14.50389253720626,2.8244104444296902,4.1945434253575264,13.498234080752225,18.142566962169578,8.926853968047332,15.424499060444486,7.69145790695287,0.5698331518116675,1.744970985907867,16.14815518839823,1.505748669117174,5.041495604404815,11.893073618851387,6.574140088936234,4.464795194843477,2.4482689590616795,1.7252555014104705,29.32319038412246
C007,9.542651656925209,11.18018034518662,19.669562806326365,23.08798440054511,20.12212902949078,6.642467940767332,11.971625927420027,0.0,9.295391588282449,8.196331067045563,20.458235725720954,9.107737195839118,10.050740225444333,8.968957612372357,20.013636171939833,20.013636171939833,3.162720223249473,8.467143813640813,20.805956837448985,1.6147430597654528,13.076503391950167,23.266807997511055,5.948355352088972,9.44365328315816,20.69573827241165,6.756389416445983,9.259798739819178,20.67495696953957,23.08798440054511,6.816018319133254,11.965279734215729,6.924287730880882,10.857348939844785,18.574769931665955,8.748248785525805,10.873917631833086,5.537800634141499,6.769315354927619,8.371936292777793,9.355235150431444,14.725625470833366,7.764089995111882,11.926321602778843,13.462715207044408,10.869859797072847,14.080259114245953,23.266807997511055,10.387927982749945,8.899718161440797,2.8496032373429503,6.840691096114117,9.895271898789597,10.047743715361477,10.050740225444333,6.629316522985398,8.831105660295668,2.991059636249926,9.107975711108969,6.4820822801257325,12.253489675021981,10.868758957503768,5.9163997754312145,9.107737195839118,20.54044992834153,10.07632915010786,15.078837006337213,10.07632915010786,5.809162427599178,20.890102306779468,5.083930094663868,20.013636171939833,9.396309767012527,13.964028033460098,3.0990088186646467,7.253607616234398,21.0597214362653,13.683423835237916,10.246692256816596,6.650851325146089,7.589345153139799,6.039151712693728,10.07632915010786,20.648926822649905,12.405674394387908,9.361985559314302,12.050800062018489,23.347208783481054,9.107737195839118,9.165530038806851,9.554770874755068,0.2716509359449705,20.01519530348543,10.630374091445667,10.270946930516281,9.444184169536419,13.932879563149244,10.04301357068996,10.873917631833086,7.141407404036824,6.6348048845619605,1.7442612436915763,2.847184007615441,5.718497514260877,17.68899108492379,10.050740225444333,23.08798440054511
C008,0.2224827565587034,14.2988717900932,13.51854881995478,26.962612117672585,11.357596138358105,1.1534477520906319,4.327879188733624,10.85256174687226,0.0,11.489495538488047,14.307408253261471,12.18311459373904,3.586685702600869,1.1253904393821186,13.864780457827118,13.864780457827118,4.8742855007733406,11.536849344957384,14.654325923251042,9.406678785979409,5.0867349935586565,27.20827535852208,1.1607279141552684,3.5256453229608464,14.54362942489566,9.448169335235765,1.4544532636598815,14.522912495996122,26.962612117672585,9.619506531726108,4.472322124518035,9.778601456885477,13.884428071855448,12.442387475449648,0.9007276900683744,13.858446560093554,7.895895136250131,0.5638854170459151,2.9390685799434686,1.6452597511133253,7.067565386609479,0.25087261453308723,15.590637097998295,5.537948493571629,4.882115737607197,1.1236198280882506,27.20827535852208,1.0210690604421966,12.123834125018423,4.569761860495515,9.663052216756151,3.572180584286037,2.6529266754566474,3.586685702600869,9.275676598906818,12.265559131913301,4.7102500258746405,12.183927531608857,1.9975153992124874,6.117504991672944,4.8801944687912036,1.893246737620514,12.18311459373904,14.389037659157772,3.6071774405812778,18.891705899238428,3.6071774405812778,0.6711024108061296,14.738365031412666,0.9910068485826755,13.864780457827118,1.2955429655912865,2.4045233196907048,4.815290151322491,1.452729041572755,14.927925728526843,2.4445380817612725,4.499226194912407,9.301432286935931,10.699787100395845,6.400714266174999,3.6071774405812778,14.496846633046783,4.436831987876569,1.92611730832827,5.946896917171079,27.37777243044536,12.18311459373904,1.458481602839569,0.13415882020408865,11.120787300537351,13.86632817728614,4.693304621136818,13.16193742263291,3.42412689459722,5.944269856261224,3.602169036840778,13.858446560093554,0.9179559517420804,1.9686814381384783,9.529658573663175,4.567372828807596,1.944830615349322,8.796372060344602,3.586685702600869,26.962612117672585
C009,12.038399455355494,2.9194002063744446,34.02664855704112,18.190028548273006,22.42889409606885,9.205633225144144,14.539851634448155,2.667318432442597,11.875168900482857,0.0,35.140086562073044,5.97402996661815,12.718038949907696,11.617694656227512,34.16302546719883,34.16302546719883,5.735643603132079,0.14372241747913836,35.065604933755154,4.16731949439244,15.581257700508724,18.399202586673503,8.577301933727847,12.086568457665773,35.179949362212064,0.8140309541373499,11.922926637567013,35.141109867120136,18.190028548273006,0.3618214281791976,14.561619519794807,0.3568287109197283,2.780885703358608,32.37437948430188,11.40147170508907,2.870778934742168,0.10254050479132859,9.42083924872968,11.038549869697844,12.021168585243057,17.321667133478787,10.338607216271338,7.004818074492897,15.989625108857132,13.497903423239967,16.502753670985435,18.399202586673503,12.86896698333599,5.724245296920116,5.368216750675075,0.35088158968571587,12.560645414549082,12.626396611505296,12.718038949907696,0.7855667946735146,4.212988128763335,5.524093316184564,5.974207822747607,9.105969652356091,14.915787677554388,13.497011552468758,8.57989561324625,5.97402996661815,34.822776033243876,12.743634207668432,10.156416758731211,12.743634207668432,8.372054134342298,35.20157262724804,7.693409959452097,34.16302546719883,12.055152143941992,16.577437936054043,5.652514133939525,9.86955268712299,36.329370501383025,16.320084887547498,12.813884793810848,0.7952745389782574,3.330121917837267,8.426760217682233,12.743634207668432,35.080899862850096,14.904162307519183,12.027805184996069,14.705236337484024,18.538708871416546,5.97402996661815,11.809160430322851,12.057567810960402,2.921488088441862,34.16521953031755,13.246586506869921,2.502768322130686,12.084951378692631,16.44994325582192,12.710194056475643,2.870778934742168,9.807484072560605,9.244138408166476,4.289638042200796,5.36476449042695,8.383835554867504,19.916985483166258,12.718038949907696,18.190028548273006
