Customer ID,Latitude,Longitude
C001,37.77031112715007,-122.47466339043355
C002,37.88862551773113,-122.46468328150922
C003,37.89255572322534,-122.30798994073875
C004,37.700865590739966,-122.49955435142058
C005,37.71867592965574,-122.44221192526199
C006,37.74162000627266,-122.49287006080662
C007,37.88937660241046,-122.47125140728788
C008,37.75018956364477,-122.3939226692906
C009,37.755848764143444,-122.4359646225773
C010,37.76134347348442,-122.42961444748508
C011,37.74802186089277,-122.49537943197593
C012,37.78113667986892,-122.46960294183256
C013,37.85246981817402,-122.4781621646194
C014,37.710691420338755,-122.3890052518157
C015,37.73812415027447,-122.4936212576974
C016,37.78873623414644,-122.49855707765832
C017,37.77812629058453,-122.42027251352687
C018,37.809472430223586,-122.3075712356098
C019,37.74985030850458,-122.4395573674441
C020,37.7166533058067,-122.39394124655884
C021,37.72998486199018,-122.34534946951013
C022,37.88626235107446,-122.46287677316327
C023,37.724729919760115,-122.47008897547916
C024,37.80187077865087,-122.45013918736166
C025,37.70881319942201,-122.38598281434132
C026,37.81149480705006,-122.41626943459904
C027,37.768046702287975,-122.43434461828802
C028,37.73138628595243,-122.47025159411143
C029,37.772850978829304,-122.41993768247139
C030,37.70789272315174,-122.46630077231777
C031,37.708911592471466,-122.42482743077252
C032,37.79854778127838,-122.31824004705018
C033,37.727746116123924,-122.46587638649636
C034,37.89237825431275,-122.48485967547167
C035,37.77606740310116,-122.47300197462081
C036,37.781829193813785,-122.48791083244288
C037,37.80240682638229,-122.33039711176849
C038,37.80084288481866,-122.31883619964557
C039,37.79306253716489,-122.41416196393828
C040,37.73039540969084,-122.46231518283581
C041,37.77428823113057,-122.44336584501978
C042,37.893214205079644,-122.47045402652822
C043,37.78950450060192,-122.47398611003268
C044,37.71459442312976,-122.47333610443458
C045,37.70658098773801,-122.43916560753125
C046,37.76609951081955,-122.42190779242549
C047,37.874135218423206,-122.45874245035603
C048,37.7167151107796,-122.41521798745686
C049,37.86812884713354,-122.46306110027194
C050,37.88509969503975,-122.48841737024586
C051,37.77119022560752,-122.39457132709133
C052,37.8016998418463,-122.32131961146044
C053,37.76780176997739,-122.40684246355764
C054,37.70780853672742,-122.43218326040655
C055,37.71139219617178,-122.47566608391182
C056,37.79494663521169,-122.32356255013133
C057,37.765245191483714,-122.41185624214052
C058,37.7819709065662,-122.3172970863701
C059,37.79410158410299,-122.46194439227115
C060,37.775379896818734,-122.43903710020908
C061,37.78068157761186,-122.43062886784273
C062,37.77050115388987,-122.48750650059456
C063,37.77866773005129,-122.39807406709141
C064,37.76370489339112,-122.45313739088317
C065,37.752856060010906,-122.38105741784666
C066,37.78548330968047,-122.4352809484923
C067,37.70679887549778,-122.43455275225377
C068,37.848034726406034,-122.46988257654215
C069,37.73127584629374,-122.37992949856908
C070,37.73609455433794,-122.42853236545635
C071,37.796735614357516,-122.43160684098288
C072,37.80639502506624,-122.4484975431882
C073,37.791565854890514,-122.47655832074479
C074,37.743045510346214,-122.42946937680824
C075,37.799560157837654,-122.4250605044834
